Cohort,Model,Threshold,Threshold Type,Accuracy,F1 Score,Precision,Recall,Specificity,ROC AUC,PR AUC,Brier Score,ACT-Parity Gap,FNR Gap,FPR Gap,Net Benefit,Acceptable Threshold,Valid Threshold,Exclusion Reason,Predicted Positive Count,Predicted Negative Count
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.12,Sweep,0.2892,0.2526,0.1494,0.817,0.1982,0.528,0.1622,0.1254,0.067,0.25,0.0867,0.0268,False,True,None,10042,2448
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.13,Sweep,0.4866,0.244,0.1557,0.5637,0.4733,0.528,0.1622,0.1254,0.0312,0.4675,0.1743,0.0157,False,True,None,6646,5844
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.14,Sweep,0.663,0.2236,0.169,0.3301,0.7204,0.528,0.1622,0.1254,0.1028,0.5227,0.3004,0.0097,False,True,None,3585,8905
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.15,Sweep,0.7656,0.1601,0.1691,0.152,0.8713,0.528,0.1622,0.1254,0.0611,0.4091,0.3077,0.003,False,True,None,1650,10840
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.16,Sweep,0.8195,0.102,0.1896,0.0697,0.9487,0.528,0.1622,0.1254,0.0697,0.0878,0.0525,0.0019,False,True,None,675,11815
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.17,Sweep,0.8464,0.0323,0.2177,0.0174,0.9892,0.528,0.1622,0.1254,0.0174,0.0344,0.0162,0.0007,False,True,None,147,12343
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.18,Sweep,0.8512,0.0085,0.2105,0.0044,0.9972,0.528,0.1622,0.1254,0.0044,0.0115,0.0054,0.0001,False,True,None,38,12452
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.19,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.2,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.21,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.22,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.23,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.24,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.25,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.26,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.27,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.28,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.29,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.3,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.31,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.32,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.33,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.34,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.35,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.36,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.37,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.38,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.39,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.4,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.41,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.42,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.43,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.44,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.45,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.46,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.47,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.48,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.49,Sweep,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,HIR-M3 Transformer with ACT-parity,0.5,Default,0.853,0.0,0.0,0.0,1.0,0.528,0.1622,0.1254,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.1,Sweep,0.147,0.2563,0.147,1.0,0.0,0.7678,0.3822,0.1925,0.0,0.0,0.0,0.0522,False,True,None,12490,0
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.11,Sweep,0.147,0.2563,0.147,1.0,0.0,0.7678,0.3822,0.1925,0.0,0.0,0.0,0.0416,False,True,None,12490,0
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.12,Sweep,0.147,0.2563,0.147,1.0,0.0,0.7678,0.3822,0.1925,0.0,0.0,0.0,0.0307,False,True,None,12490,0
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.13,Sweep,0.147,0.2563,0.147,1.0,0.0,0.7678,0.3822,0.1925,0.0,0.0,0.0,0.0195,False,True,None,12490,0
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.14,Sweep,0.147,0.2563,0.147,1.0,0.0,0.7678,0.3822,0.1925,0.0,0.0,0.0,0.0081,False,True,None,12490,0
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.15,Sweep,0.147,0.2563,0.147,1.0,0.0,0.7678,0.3822,0.1925,0.0,0.0,0.0,-0.0035,False,True,None,12490,0
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.16,Sweep,0.147,0.2563,0.147,1.0,0.0,0.7678,0.3822,0.1925,0.0,0.0,0.0,-0.0155,False,True,None,12490,0
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.17,Sweep,0.1472,0.2564,0.147,1.0,0.0002,0.7678,0.3822,0.1925,0.0,0.0,0.0003,-0.0277,False,True,None,12488,2
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.18,Sweep,0.1484,0.2566,0.1472,1.0,0.0016,0.7678,0.3822,0.1925,0.0,0.0,0.0054,-0.0399,False,True,None,12473,17
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.19,Sweep,0.1504,0.2571,0.1475,1.0,0.0039,0.7678,0.3822,0.1925,0.0,0.0,0.0054,-0.0523,False,True,None,12448,42
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.2,Sweep,0.153,0.2577,0.1479,1.0,0.007,0.7678,0.3822,0.1925,0.0,0.0,0.0108,-0.0648,False,True,None,12415,75
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.21,Sweep,0.1564,0.2583,0.1483,0.9995,0.0112,0.7678,0.3822,0.1925,0.0003,0.0009,0.0132,-0.0773,False,True,None,12370,120
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.22,Sweep,0.161,0.2592,0.1489,0.9984,0.0167,0.7678,0.3822,0.1925,0.0009,0.0025,0.0476,-0.0898,False,True,None,12309,181
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.23,Sweep,0.1666,0.2603,0.1497,0.9973,0.0235,0.7678,0.3822,0.1925,0.0008,0.0035,0.0476,-0.1022,False,True,None,12235,255
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.24,Sweep,0.1733,0.2615,0.1505,0.9956,0.0316,0.7678,0.3822,0.1925,0.0018,0.0061,0.0476,-0.1145,False,True,None,12145,345
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.25,Sweep,0.1842,0.264,0.1522,0.9951,0.0445,0.7678,0.3822,0.1925,0.0012,0.0061,0.0489,-0.1254,False,True,None,12007,483
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.26,Sweep,0.1954,0.2658,0.1535,0.9907,0.0584,0.7678,0.3822,0.1925,0.0362,0.0455,0.043,-0.1366,False,True,None,11851,639
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.27,Sweep,0.2112,0.2692,0.1558,0.9886,0.0772,0.7678,0.3822,0.1925,0.034,0.0455,0.0605,-0.1458,False,True,None,11646,844
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.28,Sweep,0.2364,0.2752,0.1599,0.9864,0.1072,0.7678,0.3822,0.1925,0.0318,0.0455,0.069,-0.1512,False,True,None,11323,1167
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.29,Sweep,0.2649,0.2816,0.1644,0.9804,0.1415,0.7678,0.3822,0.1925,0.0258,0.0455,0.1123,-0.155,False,True,None,10946,1544
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.3,Sweep,0.289,0.287,0.1683,0.9733,0.171,0.7678,0.3822,0.1925,0.0188,0.0455,0.0976,-0.16,False,True,None,10619,1871
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.31,Sweep,0.317,0.2937,0.1732,0.9662,0.2051,0.7678,0.3822,0.1925,0.0571,0.0909,0.1435,-0.1626,False,True,None,10243,2247
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.32,Sweep,0.346,0.3016,0.1789,0.9608,0.24,0.7678,0.3822,0.1925,0.0517,0.0909,0.1975,-0.1638,False,True,None,9861,2629
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.33,Sweep,0.3746,0.3097,0.1848,0.9542,0.2747,0.7678,0.3822,0.1925,0.0452,0.0909,0.1368,-0.1644,False,True,None,9479,3011
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.34,Sweep,0.3998,0.3159,0.1898,0.9428,0.3063,0.7678,0.3822,0.1925,0.0792,0.1364,0.18,-0.1663,False,True,None,9122,3368
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.35,Sweep,0.4242,0.3218,0.1946,0.9292,0.3372,0.7678,0.3822,0.1925,0.0656,0.1364,0.1448,-0.1679,False,True,None,8768,3722
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.36,Sweep,0.4494,0.3291,0.2005,0.9188,0.3685,0.7678,0.3822,0.1925,0.0552,0.1364,0.1572,-0.1679,False,True,None,8415,4075
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.37,Sweep,0.4761,0.3368,0.2069,0.9052,0.4021,0.7678,0.3822,0.1925,0.0416,0.1364,0.1734,-0.1665,False,True,None,8032,4458
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.38,Sweep,0.4991,0.3429,0.2124,0.8889,0.432,0.7678,0.3822,0.1925,0.0253,0.1364,0.1896,-0.1663,False,True,None,7684,4806
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.39,Sweep,0.5224,0.3493,0.2184,0.872,0.4622,0.7678,0.3822,0.1925,0.0993,0.2273,0.222,-0.1651,False,True,None,7331,5159
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.4,Sweep,0.5463,0.3568,0.2254,0.8562,0.4929,0.7678,0.3822,0.1925,0.0835,0.2273,0.2545,-0.1625,False,True,None,6975,5515
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.41,Sweep,0.5685,0.3639,0.2323,0.8399,0.5217,0.7678,0.3822,0.1925,0.1126,0.2727,0.2046,-0.1601,False,True,None,6638,5852
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.42,Sweep,0.5918,0.3728,0.2408,0.8252,0.5516,0.7678,0.3822,0.1925,0.2343,0.4091,0.2586,-0.1557,False,True,None,6292,6198
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.43,Sweep,0.6142,0.3797,0.2486,0.8034,0.5816,0.7678,0.3822,0.1925,0.2125,0.4091,0.1423,-0.1512,False,True,None,5933,6557
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.44,Sweep,0.6356,0.3862,0.2567,0.78,0.6108,0.7678,0.3822,0.1925,0.2345,0.4545,0.1426,-0.1462,False,True,None,5579,6911
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.45,Sweep,0.658,0.3932,0.266,0.7538,0.6415,0.7678,0.3822,0.1925,0.2538,0.5,0.1696,-0.1394,False,True,None,5203,7287
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.46,Sweep,0.6784,0.4014,0.2763,0.7337,0.6689,0.7678,0.3822,0.1925,0.2337,0.2786,0.113,-0.1328,False,True,None,4875,7615
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.47,Sweep,0.6992,0.4101,0.2881,0.7113,0.6971,0.7678,0.3822,0.1925,0.2113,0.271,0.1604,-0.1246,False,True,None,4533,7957
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.48,Sweep,0.7159,0.4157,0.2979,0.6874,0.7209,0.7678,0.3822,0.1925,0.1874,0.2519,0.1356,-0.1188,False,True,None,4236,8254
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.49,Sweep,0.7339,0.4199,0.3089,0.6552,0.7474,0.7678,0.3822,0.1925,0.2007,0.2955,0.1185,-0.1107,False,True,None,3894,8596
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70),0.5,Default,0.7477,0.4224,0.3183,0.6275,0.7684,0.7678,0.3822,0.1925,0.1729,0.2955,0.1347,-0.1053,False,True,None,3619,8871
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.1,Sweep,0.2636,0.2845,0.166,0.9962,0.1373,0.8066,0.4212,0.1112,0.0416,0.0455,0.2894,0.0647,False,True,None,11020,1470
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.11,Sweep,0.3218,0.3003,0.177,0.9902,0.2066,0.8066,0.4212,0.1112,0.2402,0.25,0.4254,0.0619,False,True,None,10271,2219
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.12,Sweep,0.3739,0.3152,0.1878,0.9804,0.2694,0.8066,0.4212,0.1112,0.2304,0.25,0.5213,0.0591,False,True,None,9584,2906
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.13,Sweep,0.42,0.3296,0.1986,0.97,0.3252,0.8066,0.4212,0.1112,0.47,0.5,0.5476,0.0566,False,True,None,8970,3520
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.14,Sweep,0.4649,0.3444,0.21,0.9559,0.3803,0.8066,0.4212,0.1112,0.4559,0.5,0.5706,0.0545,False,True,None,8357,4133
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.15,Sweep,0.5057,0.3583,0.2214,0.939,0.431,0.8066,0.4212,0.1112,0.439,0.5,0.5224,0.0524,False,True,None,7786,4704
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.16,Sweep,0.5431,0.3709,0.2325,0.9161,0.4788,0.8066,0.4212,0.1112,0.6661,0.75,0.4735,0.05,False,True,None,7235,5255
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.17,Sweep,0.5787,0.3831,0.2441,0.89,0.5251,0.8066,0.4212,0.1112,0.64,0.75,0.5042,0.0478,False,True,None,6694,5796
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.18,Sweep,0.6097,0.394,0.2553,0.8633,0.566,0.8066,0.4212,0.1112,0.6133,0.6329,0.4637,0.0456,False,True,None,6209,6281
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.19,Sweep,0.6367,0.404,0.2662,0.8377,0.602,0.8066,0.4212,0.1112,0.5877,0.6058,0.4252,0.0435,False,True,None,5778,6712
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.2,Sweep,0.6658,0.418,0.2809,0.8164,0.6399,0.8066,0.4212,0.1112,0.5664,0.5883,0.3847,0.0432,False,True,None,5336,7154
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.21,Sweep,0.69,0.4287,0.294,0.7914,0.6725,0.8066,0.4212,0.1112,0.5414,0.5664,0.35,0.0421,False,True,None,4942,7548
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.22,Sweep,0.7134,0.4375,0.3074,0.7582,0.7057,0.8066,0.4212,0.1112,0.5082,0.5376,0.3161,0.0406,False,True,None,4528,7962
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.23,Sweep,0.7337,0.4471,0.3218,0.7326,0.7339,0.8066,0.4212,0.1112,0.4826,0.5079,0.2863,0.0399,False,True,None,4180,8310
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.24,Sweep,0.7512,0.452,0.3342,0.6983,0.7603,0.8066,0.4212,0.1112,0.4483,0.4712,0.2571,0.0381,False,True,None,3836,8654
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.25,Sweep,0.7668,0.4548,0.3464,0.6618,0.7849,0.8066,0.4212,0.1112,0.6618,0.6836,0.2325,0.0361,False,True,None,3507,8983
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.26,ACT-Parity,0.7836,0.4584,0.3626,0.6231,0.8112,0.8066,0.4212,0.1112,0.6231,0.6512,0.2029,0.035,False,True,None,3155,9335
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.27,Sweep,0.7975,0.4562,0.3769,0.5779,0.8354,0.8066,0.4212,0.1112,0.5779,0.604,0.1779,0.033,False,True,None,2815,9675
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.28,Sweep,0.8096,0.4511,0.3914,0.5321,0.8574,0.8066,0.4212,0.1112,0.5321,0.5551,0.1539,0.0309,False,True,None,2496,9994
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.29,Sweep,0.8194,0.4405,0.4044,0.4837,0.8772,0.8066,0.4212,0.1112,0.4837,0.5079,0.1339,0.0283,False,True,None,2196,10294
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.3,Sweep,0.8312,0.4327,0.4277,0.4379,0.899,0.8066,0.4212,0.1112,0.4379,0.4615,0.1109,0.0275,False,True,None,1880,10610
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.31,Sweep,0.8396,0.4123,0.4466,0.3829,0.9182,0.8066,0.4212,0.1112,0.3829,0.4012,0.0892,0.025,False,True,None,1574,10916
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.32,Sweep,0.8456,0.3827,0.4639,0.3257,0.9351,0.8066,0.4212,0.1112,0.3257,0.3511,0.0718,0.0218,False,True,None,1289,11201
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.33,Sweep,0.8528,0.3528,0.499,0.2729,0.9528,0.8066,0.4212,0.1112,0.2729,0.2841,0.0513,0.0203,False,True,None,1004,11486
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.34,Sweep,0.8569,0.3114,0.5323,0.22,0.9667,0.8066,0.4212,0.1112,0.22,0.2366,0.036,0.0177,False,True,None,759,11731
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.35,Sweep,0.8583,0.2563,0.5607,0.1661,0.9776,0.8066,0.4212,0.1112,0.1661,0.1947,0.0271,0.0141,False,True,None,544,11946
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.36,Sweep,0.8587,0.1779,0.6141,0.104,0.9887,0.8066,0.4212,0.1112,0.104,0.1298,0.0151,0.0099,False,True,None,311,12179
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.37,Sweep,0.8581,0.128,0.6633,0.0708,0.9938,0.8066,0.4212,0.1112,0.0708,0.084,0.0071,0.0073,False,True,None,196,12294
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.38,Sweep,0.8563,0.0685,0.7253,0.0359,0.9977,0.8066,0.4212,0.1112,0.0359,0.0458,0.0027,0.0041,False,True,None,91,12399
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.39,Sweep,0.8547,0.031,0.7838,0.0158,0.9992,0.8066,0.4212,0.1112,0.0158,0.0175,0.0011,0.0019,False,True,None,37,12453
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.4,Sweep,0.854,0.0151,0.9333,0.0076,0.9999,0.8066,0.4212,0.1112,0.0076,0.0096,0.0002,0.0011,False,True,None,15,12475
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.41,Sweep,0.8532,0.0033,1.0,0.0016,1.0,0.8066,0.4212,0.1112,0.0016,0.0038,0.0,0.0002,False,True,None,3,12487
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.42,Sweep,0.853,0.0,0.0,0.0,1.0,0.8066,0.4212,0.1112,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.43,Sweep,0.853,0.0,0.0,0.0,1.0,0.8066,0.4212,0.1112,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.44,Sweep,0.853,0.0,0.0,0.0,1.0,0.8066,0.4212,0.1112,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.45,Sweep,0.853,0.0,0.0,0.0,1.0,0.8066,0.4212,0.1112,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.46,Sweep,0.853,0.0,0.0,0.0,1.0,0.8066,0.4212,0.1112,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.47,Sweep,0.853,0.0,0.0,0.0,1.0,0.8066,0.4212,0.1112,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.48,Sweep,0.853,0.0,0.0,0.0,1.0,0.8066,0.4212,0.1112,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.49,Sweep,0.853,0.0,0.0,0.0,1.0,0.8066,0.4212,0.1112,0.0,0.0,0.0,0.0,False,True,None,0,12490
Texas Cohort,XGBoost + HIR-M3 Ensemble (30:70) with ACT-parity,0.5,Default,0.853,0.0,0.0,0.0,1.0,0.8066,0.4212,0.1112,0.0,0.0,0.0,0.0,False,True,None,0,12490
