Cohort,Setting,Cohort Size,Num Features,Model,Metric,Mean,CI_Lower,CI_Upper,Formatted
Nationwide Cohort - Rural,Rural,114867,2075,Logistic Regression,PR_AUC,0.2982230719559024,0.2839724890405286,0.31275936728459913,0.2982 (0.2840 - 0.3128)
Nationwide Cohort - Rural,Rural,114867,2075,Logistic Regression,F1_Score,0.3471889567638107,0.33508525041236226,0.3578123451287811,0.3472 (0.3351 - 0.3578)
Nationwide Cohort - Rural,Rural,114867,2075,Logistic Regression,Accuracy,0.713807129798903,0.7083170105336467,0.7197364411943936,0.7138 (0.7083 - 0.7197)
Nationwide Cohort - Rural,Rural,114867,2075,Logistic Regression,Precision,0.2564222168591117,0.24615351320155823,0.26619379360268886,0.2564 (0.2462 - 0.2662)
Nationwide Cohort - Rural,Rural,114867,2075,Logistic Regression,Recall_Sensitivity,0.5375527730046258,0.518599009271665,0.5557687199990442,0.5376 (0.5186 - 0.5558)
Nationwide Cohort - Rural,Rural,114867,2075,Logistic Regression,Specificity,0.7428810761983103,0.7363585067704287,0.7491296622181706,0.7429 (0.7364 - 0.7491)
Nationwide Cohort - Rural,Rural,114867,2075,Logistic Regression,Brier_Score,0.21105438846395003,0.2088973797745391,0.21324915723781826,0.2111 (0.2089 - 0.2132)
Texas Cohort - Urban,Urban,36518,756,LightGBM,ROC_AUC,0.6689112026035624,0.6530210530942014,0.6876766226251922,0.6689 (0.6530 - 0.6877)
Texas Cohort - Urban,Urban,36518,756,LightGBM,PR_AUC,0.28523228109954907,0.26348347387578785,0.31216933989017404,0.2852 (0.2635 - 0.3122)
Texas Cohort - Urban,Urban,36518,756,LightGBM,F1_Score,0.3300692573923887,0.3085115737663854,0.34847653627085806,0.3301 (0.3085 - 0.3485)
Texas Cohort - Urban,Urban,36518,756,LightGBM,Accuracy,0.685427847754655,0.6763246166484118,0.6964779572836802,0.6854 (0.6763 - 0.6965)
Texas Cohort - Urban,Urban,36518,756,LightGBM,Precision,0.23884559677479048,0.2208396381189615,0.2545528909612029,0.2388 (0.2208 - 0.2546)
Texas Cohort - Urban,Urban,36518,756,LightGBM,Recall_Sensitivity,0.5343853312085556,0.5051647905869417,0.5638982067173557,0.5344 (0.5052 - 0.5639)
Texas Cohort - Urban,Urban,36518,756,LightGBM,Specificity,0.7110550408703556,0.7003186225054624,0.7238970175978424,0.7111 (0.7003 - 0.7239)
Texas Cohort - Urban,Urban,36518,756,LightGBM,Brier_Score,0.152589984332905,0.14884078338298815,0.1565341436966363,0.1526 (0.1488 - 0.1565)
Texas Cohort - Urban,Urban,36518,756,XGBoost,ROC_AUC,0.6666568191587546,0.6488449604582814,0.685607502197452,0.6667 (0.6488 - 0.6856)
Texas Cohort - Urban,Urban,36518,756,XGBoost,PR_AUC,0.29160298131557816,0.2694394342045804,0.3193680102604937,0.2916 (0.2694 - 0.3194)
Texas Cohort - Urban,Urban,36518,756,XGBoost,F1_Score,0.3257583556480172,0.30448869031638287,0.3454206295493767,0.3258 (0.3045 - 0.3454)
Texas Cohort - Urban,Urban,36518,756,XGBoost,Accuracy,0.7423432365826944,0.7320611993428259,0.7515060240963856,0.7423 (0.7321 - 0.7515)
Texas Cohort - Urban,Urban,36518,756,XGBoost,Precision,0.26257729607272146,0.2415642202428312,0.28002833127450455,0.2626 (0.2416 - 0.2800)
Texas Cohort - Urban,Urban,36518,756,XGBoost,Recall_Sensitivity,0.4292572786317655,0.39979420691796985,0.45589995843148123,0.4293 (0.3998 - 0.4559)
Texas Cohort - Urban,Urban,36518,756,XGBoost,Specificity,0.7954669835632506,0.7859939210030845,0.8058397690040784,0.7955 (0.7860 - 0.8058)
Texas Cohort - Urban,Urban,36518,756,XGBoost,Brier_Score,0.17032321086166222,0.16688223442369984,0.17349965291902467,0.1703 (0.1669 - 0.1735)
Texas Cohort - Urban,Urban,36518,756,CatBoost,ROC_AUC,0.6946610446780228,0.6765017834338135,0.7118708119147488,0.6947 (0.6765 - 0.7119)
Texas Cohort - Urban,Urban,36518,756,CatBoost,PR_AUC,0.3249784926056903,0.29561427665886225,0.3503734564083781,0.3250 (0.2956 - 0.3504)
Texas Cohort - Urban,Urban,36518,756,CatBoost,F1_Score,0.35050102274458167,0.32822152392088083,0.37222918871658,0.3505 (0.3282 - 0.3722)
Texas Cohort - Urban,Urban,36518,756,CatBoost,Accuracy,0.7521358159912376,0.7421823658269441,0.7627361719605695,0.7521 (0.7422 - 0.7627)
Texas Cohort - Urban,Urban,36518,756,CatBoost,Precision,0.28275620755076675,0.2624543029344927,0.3014739112259249,0.2828 (0.2625 - 0.3015)
Texas Cohort - Urban,Urban,36518,756,CatBoost,Recall_Sensitivity,0.46119152820812,0.42909834604690955,0.4858945042603579,0.4612 (0.4291 - 0.4859)
Texas Cohort - Urban,Urban,36518,756,CatBoost,Specificity,0.8015011109003686,0.7919194882128251,0.8109796213093711,0.8015 (0.7919 - 0.8110)
Texas Cohort - Urban,Urban,36518,756,CatBoost,Brier_Score,0.19075195740528175,0.18717212550450862,0.1937950109711266,0.1908 (0.1872 - 0.1938)
Texas Cohort - Urban,Urban,36518,756,Random Forest,ROC_AUC,0.6297940315370804,0.611845106615029,0.6467485971176717,0.6298 (0.6118 - 0.6467)
Texas Cohort - Urban,Urban,36518,756,Random Forest,PR_AUC,0.22775197623421817,0.20941789043947426,0.2496557218260844,0.2278 (0.2094 - 0.2497)
