Method,Dataset,Feature_Short,Score_TX,Score_Nationwide,Score_Diff,Abs_Diff
XGBoost Importance,Hypertensive Patients,Primary Dx – Factors Influencing Health Status: Z79.82,0.0050486698746681,0.0,0.0050486698746681,0.0050486698746681
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Acs % Hh Cellular,-0.0009999999999999,0.004,-0.0049999999999999,0.0049999999999999
XGBoost Importance,Complete Cohort,ByDiscipline RN,0.0052442625164985,0.0102252168580889,-0.004980954341590401,0.004980954341590401
XGBoost Importance,Hypertensive Patients,Dx4 – Circulatory: I50.22,0.0,0.0049553457647562,-0.0049553457647562,0.0049553457647562
XGBoost Importance,Diabetic Patients,elix swiss score,0.0130270663648843,0.0179791692644357,-0.0049521028995513985,0.0049521028995513985
XGBoost Importance,Diabetic Patients,County: Van Zandt,0.00494952686131,0.0,0.00494952686131,0.00494952686131
XGBoost Importance,Hypertensive Patients,County: Leon,0.0,0.0049425433389842,-0.0049425433389842,0.0049425433389842
Permutation Importance (Ridge/LogReg),Diabetic Patients,Acs % Health Inc Below137,-0.00044,0.0045,-0.00494,0.00494
Permutation Importance (Ridge/LogReg),Diabetic Patients,Acs % Hh Other Comp Only,0.0044399999999999,-0.0005,0.004939999999999899,0.004939999999999899
XGBoost Importance,Complete Cohort,Primary Dx – Cluster 188,0.0049379216507077,0.0,0.0049379216507077,0.0049379216507077
XGBoost Importance,Heart Failure Patients,Dx3 – Circulatory: I50.32,0.006988086272031,0.0020515713840723,0.004936514887958701,0.004936514887958701
XGBoost Importance,Diabetic Patients,"Primary Dx – Factors Influencing Health Status: Z96.652, M17.12",0.0,0.0049107815138995,-0.0049107815138995,0.0049107815138995
XGBoost Importance,Diabetic Patients,Acs % Hh Tablet,0.0064789112657308,0.0015702417585998,0.004908669507131,0.004908669507131
XGBoost Importance,Diabetic Patients,Agency Medicare Number freq,0.007046022452414,0.0021576951257884,0.0048883273266256,0.0048883273266256
XGBoost Importance,Complete Cohort,"Dx3 – Factors Influencing Health Status: Z45.2, Z79.2",0.0048858891241252,0.0,0.0048858891241252,0.0048858891241252
Permutation Importance (Ridge/LogReg),Diabetic Patients,CHF,0.0011199999999999,0.006,-0.0048800000000001,0.0048800000000001
XGBoost Importance,Complete Cohort,Primary Dx – Mental/Behavioral: F03.90,0.0048779584467411,0.0,0.0048779584467411,0.0048779584467411
XGBoost Importance,Complete Cohort,Primary Dx – Mental/Behavioral: F03.90,0.0048779584467411,0.0,0.0048779584467411,0.0048779584467411
XGBoost Importance,Hypertensive Patients,Dx4 – Digestive: K21.9,0.0048707677051424,0.0,0.0048707677051424,0.0048707677051424
XGBoost Importance,Diabetic Patients,Dx4 – Musculoskeletal: M15.0,0.0048620868474245,0.0,0.0048620868474245,0.0048620868474245
XGBoost Importance,Hypertensive Patients,"Dx5 – Factors Influencing Health Status: Z96.651, M17.11",0.0,0.0048454408533871,-0.0048454408533871,0.0048454408533871
XGBoost Importance,Complete Cohort,Primary Dx – Endocrine/Metabolic: E11.65,0.0048173293471336,0.0,0.0048173293471336,0.0048173293471336
XGBoost Importance,Diabetic Patients,"Dx4 – Factors Influencing Health Status: Z48.812, I21.4",0.004797188565135,0.0,0.004797188565135,0.004797188565135
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Acs % Hh Pc,-0.0017599999999999,0.003,-0.0047599999999999,0.0047599999999999
XGBoost Importance,Complete Cohort,Dx2 – Factors Influencing Health Status: Z79.82,0.0046568582765758,0.0,0.0046568582765758,0.0046568582765758
Permutation Importance (RF),Heart Failure Patients,Acs % Person Inc 100 124,-0.0036382810440283,0.001,-0.004638281044028299,0.004638281044028299
Permutation Importance (RF),Heart Failure Patients,HYPC,0.0010545742156604,-0.0035,0.0045545742156604,0.0045545742156604
Permutation Importance (RF),Heart Failure Patients,Acs % Graduate Dgr,-0.0030055365146321,0.0015,-0.0045055365146321,0.0045055365146321
XGBoost Importance,Heart Failure Patients,ByDiscipline RN,0.0,0.0044919792562723,-0.0044919792562723,0.0044919792562723
XGBoost Importance,Heart Failure Patients,HIPPS: 3BHPS,0.0044892071746289,0.0,0.0044892071746289,0.0044892071746289
Permutation Importance (Ridge/LogReg),Complete Cohort,Acs % Vet Hs,0.0044799999999999,0.0,0.0044799999999999,0.0044799999999999
Permutation Importance (Ridge/LogReg),Complete Cohort,Acs % Hh Cellular,3.999999999995119e-05,0.0045,-0.004460000000000048,0.004460000000000048
XGBoost Importance,Heart Failure Patients,Primary Dx – Factors Influencing Health Status: Z79.891,0.0044528520666062,0.0,0.0044528520666062,0.0044528520666062
XGBoost Importance,Complete Cohort,HIPPS: 1BGKS,0.0057238270528614,0.0013009487884119,0.0044228782644495,0.0044228782644495
Permutation Importance (RF),Heart Failure Patients,Acs % Hh Sat Internet,-0.0039019245979435,0.0005,-0.0044019245979435,0.0044019245979435
XGBoost Importance,Complete Cohort,Dx5 – Circulatory: I50.22,0.0016260091215372,0.005961671937257,-0.0043356628157198,0.0043356628157198
Permutation Importance (RF),Heart Failure Patients,charlson score,-0.0012654890587924,-0.0055,0.0042345109412076,0.0042345109412076
XGBoost Importance,Heart Failure Patients,County: Leon,0.0,0.0042077130638062,-0.0042077130638062,0.0042077130638062
XGBoost Importance,Heart Failure Patients,Dx4 – Digestive: K21.9,0.0041973469778895,0.0,0.0041973469778895,0.0041973469778895
XGBoost Importance,Complete Cohort,County: Wise,0.0041282908059656,0.0,0.0041282908059656,0.0041282908059656
Permutation Importance (RF),Heart Failure Patients,Facility Internal ID freq,-0.0004218296862641,-0.0045,0.0040781703137359,0.0040781703137359
Permutation Importance (RF),Heart Failure Patients,Acs % Pov Aian,-0.0039546533087265,0.0,-0.0039546533087265,0.0039546533087265
Permutation Importance (Ridge/LogReg),Complete Cohort,Acs % Hh Smartphone,0.0006399999999999,0.0045,-0.0038600000000000995,0.0038600000000000995
Permutation Importance (RF),Heart Failure Patients,HIPPS: Other,0.0026364355391511,-0.001,0.0036364355391511,0.0036364355391511
Permutation Importance (RF),Heart Failure Patients,charlson survival 10yr,0.0004218296862642,-0.003,0.0034218296862642,0.0034218296862642
Permutation Importance (RF),Heart Failure Patients,Acs % Hh Internet No Subs,-0.0049037701028209,-0.0015,-0.0034037701028209,0.0034037701028209
Permutation Importance (RF),Diabetic Patients,elix quan score,0.0033999999999999,0.0,0.0033999999999999,0.0033999999999999
Permutation Importance (RF),Heart Failure Patients,Acs % Hh Tablet,-0.0038491958871605,-0.0005,-0.0033491958871605,0.0033491958871605
Permutation Importance (Ridge/LogReg),Complete Cohort,ByDiscipline PT,-0.00028,0.003,-0.00328,0.00328
Permutation Importance (RF),Diabetic Patients,Age,0.0032399999999999,0.0,0.0032399999999999,0.0032399999999999
Permutation Importance (Ridge/LogReg),Complete Cohort,Acs % Hh Kid 1Prnt,0.0026799999999999,-0.0005,0.0031799999999999,0.0031799999999999
Permutation Importance (Ridge/LogReg),Complete Cohort,Acs % Hh Sat Internet,0.0011199999999999,-0.002,0.0031199999999998998,0.0031199999999998998
Permutation Importance (Ridge/LogReg),Complete Cohort,Acs % Hh 1Pers,0.0017599999999999,-0.001,0.0027599999999999,0.0027599999999999
Permutation Importance (Ridge/LogReg),Complete Cohort,County: Harris,0.0026799999999999,0.0,0.0026799999999999,0.0026799999999999
Permutation Importance (RF),Diabetic Patients,HYPUNC,0.0026399999999999,0.0,0.0026399999999999,0.0026399999999999
Permutation Importance (Ridge/LogReg),Complete Cohort,Acs % Nonvet Pov 18 64,0.0025999999999999,0.0,0.0025999999999999,0.0025999999999999
Permutation Importance (RF),Complete Cohort,Days Cared For,0.00256,0.0,0.00256,0.00256
Permutation Importance (Ridge/LogReg),Complete Cohort,HIPPS: 1CHPT,0.0,-0.0025,0.0025,0.0025
Permutation Importance (Ridge/LogReg),Complete Cohort,Dx5 – Circulatory: I50.22,0.0,0.0025,-0.0025,0.0025
Permutation Importance (Ridge/LogReg),Complete Cohort,Acs % Hh Broadband Only,0.0009199999999999,-0.0015,0.0024199999999999,0.0024199999999999
Permutation Importance (Ridge/LogReg),Complete Cohort,Acs % Hh Tablet,0.0018399999999999,-0.0005,0.0023399999999999003,0.0023399999999999003
Permutation Importance (Ridge/LogReg),Complete Cohort,Acs % College Associate Dgr,0.0023199999999999,0.0,0.0023199999999999,0.0023199999999999
Permutation Importance (Ridge/LogReg),Complete Cohort,Acs % Hh Pc,0.0007999999999999,-0.0015,0.0022999999999999,0.0022999999999999
Permutation Importance (Ridge/LogReg),Complete Cohort,ByDiscipline RN,-0.00028,0.002,-0.00228,0.00228
Permutation Importance (Ridge/LogReg),Complete Cohort,Acs % Inc50 Above65,0.0007599999999999,-0.0015,0.0022599999999999,0.0022599999999999
Permutation Importance (Ridge/LogReg),Complete Cohort,OND,0.0002399999999999,-0.002,0.0022399999999999,0.0022399999999999
Permutation Importance (RF),Hypertensive Patients,HYPUNC,0.0021199999999999,0.0,0.0021199999999999,0.0021199999999999
Permutation Importance (RF),Diabetic Patients,Acs % Hh Pc,0.0020399999999999,0.0,0.0020399999999999,0.0020399999999999
Permutation Importance (RF),Hypertensive Patients,Acs % Pov Multi,-0.00184,0.0,-0.00184,0.00184
Permutation Importance (RF),Diabetic Patients,Acs % Hh Pub Assist,0.0017199999999999,0.0,0.0017199999999999,0.0017199999999999
Permutation Importance (RF),Diabetic Patients,HYPC,0.0017199999999999,0.0,0.0017199999999999,0.0017199999999999
Permutation Importance (RF),Diabetic Patients,"Dx3 – Circulatory: I10., M62.81",0.0017199999999999,0.0,0.0017199999999999,0.0017199999999999
Permutation Importance (RF),Diabetic Patients,Acs % Vet Hs,0.0017199999999999,0.0,0.0017199999999999,0.0017199999999999
Permutation Importance (RF),Hypertensive Patients,elix swiss score,0.0017199999999999,0.0,0.0017199999999999,0.0017199999999999
Permutation Importance (RF),Hypertensive Patients,Acs % Pov Black,-0.00164,0.0,-0.00164,0.00164
Permutation Importance (RF),Diabetic Patients,Acs % Pov Hispanic,0.0016399999999999,0.0,0.0016399999999999,0.0016399999999999
Permutation Importance (RF),Diabetic Patients,Acs % Pov Asian,0.0015199999999999,0.0,0.0015199999999999,0.0015199999999999
Permutation Importance (RF),Diabetic Patients,Acs % Hh 1Fam Food Stmp,-0.00148,0.0,-0.00148,0.00148
Permutation Importance (RF),Diabetic Patients,BMI: Obese Class3,0.0014399999999999,0.0,0.0014399999999999,0.0014399999999999
Permutation Importance (RF),Diabetic Patients,CHF,0.0014399999999999,0.0,0.0014399999999999,0.0014399999999999
Permutation Importance (RF),Diabetic Patients,"Primary Dx – Circulatory: I10., M62.81",0.0014399999999999,0.0,0.0014399999999999,0.0014399999999999
Permutation Importance (RF),Diabetic Patients,Gender Male,0.0014399999999999,0.0,0.0014399999999999,0.0014399999999999
Permutation Importance (RF),Diabetic Patients,Acs % Hh Sat Internet,0.0014,0.0,0.0014,0.0014
Permutation Importance (RF),Hypertensive Patients,Acs % Vet Bachelor,-0.0014,0.0,-0.0014,0.0014
Permutation Importance (RF),Hypertensive Patients,Acs % Graduate Dgr,0.0013999999999999,0.0,0.0013999999999999,0.0013999999999999
Permutation Importance (RF),Diabetic Patients,elix swiss score,0.0013999999999999,0.0,0.0013999999999999,0.0013999999999999
Permutation Importance (RF),Hypertensive Patients,Acs % Pov Asian,-0.00136,0.0,-0.00136,0.00136
Permutation Importance (RF),Diabetic Patients,Agency Medicare Number freq,0.0013199999999999,0.0,0.0013199999999999,0.0013199999999999
Permutation Importance (RF),Diabetic Patients,Acs % Hh Pc Only,0.0013199999999999,0.0,0.0013199999999999,0.0013199999999999
Permutation Importance (RF),Hypertensive Patients,charlson score,0.0013199999999999,0.0,0.0013199999999999,0.0013199999999999
Permutation Importance (RF),Complete Cohort,Age,0.0012799999999999,0.0,0.0012799999999999,0.0012799999999999
Permutation Importance (RF),Hypertensive Patients,Acs % Hh Food Stmp Blw Pov,-0.00124,0.0,-0.00124,0.00124
Permutation Importance (RF),Complete Cohort,elix swiss score,0.0012,0.0,0.0012,0.0012
Permutation Importance (RF),Hypertensive Patients,"Dx3 – Circulatory: I10., M62.81",-0.00108,0.0,-0.00108,0.00108
Permutation Importance (RF),Hypertensive Patients,Acs % Inc50 Above65,-0.00108,0.0,-0.00108,0.00108
Permutation Importance (RF),Hypertensive Patients,elix swiss ageadj,-0.00108,0.0,-0.00108,0.00108
Permutation Importance (RF),Hypertensive Patients,Acs % Vet Hs,-0.00104,0.0,-0.00104,0.00104
Permutation Importance (RF),Complete Cohort,elix swiss ageadj,0.001,0.0,0.001,0.001
Permutation Importance (RF),Hypertensive Patients,Agency Medicare Number freq,-0.00096,0.0,-0.00096,0.00096
Permutation Importance (RF),Hypertensive Patients,CHF,-0.00088,0.0,-0.00088,0.00088
Permutation Importance (RF),Hypertensive Patients,Acs % Person Inc 100 124,-0.00088,0.0,-0.00088,0.00088
Permutation Importance (RF),Hypertensive Patients,Acs % Hh No Internet,-0.00088,0.0,-0.00088,0.00088
Permutation Importance (RF),Hypertensive Patients,Acs % Pov Hispanic,-0.00084,0.0,-0.00084,0.00084
Permutation Importance (RF),Hypertensive Patients,Acs % Health Inc 200 399,-0.00084,0.0,-0.00084,0.00084
Permutation Importance (RF),Complete Cohort,CHF,0.0008,0.0,0.0008,0.0008
Permutation Importance (RF),Complete Cohort,HIPPS: Other,0.0008,0.0,0.0008,0.0008
Permutation Importance (RF),Complete Cohort,Acs % Vet Bachelor,0.0008,0.0,0.0008,0.0008
Permutation Importance (RF),Complete Cohort,charlson score,0.0007999999999999,0.0,0.0007999999999999,0.0007999999999999
Permutation Importance (RF),Complete Cohort,"Dx5 – Circulatory: I10., M62.81",0.00076,0.0,0.00076,0.00076
Permutation Importance (RF),Complete Cohort,Acs % Hh Alone Above65,0.00076,0.0,0.00076,0.00076
Permutation Importance (RF),Complete Cohort,Agency Medicare Number freq,0.00076,0.0,0.00076,0.00076
Permutation Importance (RF),Complete Cohort,Acs % Hh Smartphone,0.00072,0.0,0.00072,0.00072
Permutation Importance (RF),Complete Cohort,HYPUNC,0.00072,0.0,0.00072,0.00072
Permutation Importance (RF),Complete Cohort,Acs % Person Inc 100 124,0.00072,0.0,0.00072,0.00072
Permutation Importance (RF),Complete Cohort,elix quan score,0.00068,0.0,0.00068,0.00068
Permutation Importance (RF),Complete Cohort,Acs % College Associate Dgr,0.00064,0.0,0.00064,0.00064
Permutation Importance (RF),Complete Cohort,Acs % Hh Internet,0.00064,0.0,0.00064,0.00064
Permutation Importance (RF),Complete Cohort,Acs % Hh Smartphone Only,0.0006399999999999,0.0,0.0006399999999999,0.0006399999999999
Permutation Importance (RF),Complete Cohort,charlson ageadj,0.0006,0.0,0.0006,0.0006
Permutation Importance (RF),Complete Cohort,POPPCT URB,0.0006,0.0,0.0006,0.0006
Variance Threshold,Heart Failure Patients,County: McLennan,1.000000145667171,0.9999998653901296,2.8027704135347165e-07,2.8027704135347165e-07
Variance Threshold,Complete Cohort,County: Galveston,0.9999998908621004,1.0000001638807643,-2.7301866389883855e-07,2.7301866389883855e-07
Variance Threshold,Complete Cohort,Dx4 – Endocrine/Metabolic: E11.65,1.0000000968176876,0.9999998297372168,2.6708047085044484e-07,2.6708047085044484e-07
Variance Threshold,Hypertensive Patients,County: Bowie,1.0000001207760985,0.9999998573755956,2.634005028534503e-07,2.634005028534503e-07
Variance Threshold,Heart Failure Patients,Primary Diagnosis ICD 10 C M Code Cluster Other,0.9999998940727428,1.0000001501669709,-2.560942280460665e-07,2.560942280460665e-07
Variance Threshold,Complete Cohort,HIPPS: 2BFKS,0.9999998901158444,1.000000139865124,-2.497492794795164e-07,2.497492794795164e-07
Variance Threshold,Complete Cohort,"Dx4 – Mental/Behavioral: F32.9, F41.9",1.0000001121987656,0.999999862710911,2.494878545977741e-07,2.494878545977741e-07
Variance Threshold,Complete Cohort,Dx3 – Digestive: K21.9,0.9999998869771504,1.0000001352525658,-2.4827541544869547e-07,2.4827541544869547e-07
Variance Threshold,Diabetic Patients,Primary Dx – Symptoms/Signs: R26.89,0.999999859972183,1.0000001070439293,-2.4707174628435524e-07,2.4707174628435524e-07
Variance Threshold,Heart Failure Patients,Dx2 – Circulatory: I50.32,1.0000001151720057,0.9999998717961552,2.433758504727379e-07,2.433758504727379e-07
Variance Threshold,Complete Cohort,"Dx1 – Factors Influencing Health Status: Z45.2, Z79.2",0.9999998645852832,1.000000103795266,-2.392099827108751e-07,2.392099827108751e-07
Variance Threshold,Hypertensive Patients,HIPPS: 1CGLT,0.999999833212048,1.0000000644197555,-2.312077075350416e-07,2.312077075350416e-07
Variance Threshold,Complete Cohort,Dx1 – Endocrine/Metabolic: E11.65,0.9999998856973914,1.000000116534414,-2.3083702249682148e-07,2.3083702249682148e-07
Variance Threshold,Complete Cohort,HIPPS: 2AFLS,0.9999998624190412,1.0000000901191115,-2.2770007035433082e-07,2.2770007035433082e-07
Variance Threshold,Diabetic Patients,Dx3 – Cluster 35,0.99999989677712,1.0000001223700186,-2.2559289858392617e-07,2.2559289858392617e-07
Variance Threshold,Complete Cohort,Dx4 – Endocrine/Metabolic: E11.65,1.0000000968176876,0.9999998738357015,2.2298198609771447e-07,2.2298198609771447e-07
Variance Threshold,Diabetic Patients,"Dx2 – Circulatory: I10., M62.81",0.9999998873893544,1.0000001097043938,-2.2231503937764074e-07,2.2231503937764074e-07
Variance Threshold,Heart Failure Patients,County: Willacy,0.999999889481038,1.00000010970118,-2.2022014189992944e-07,2.2022014189992944e-07
Variance Threshold,Diabetic Patients,"Dx1 – Endocrine/Metabolic: E78.5, E03.9",0.999999872330956,1.0000000923495225,-2.2001856647690943e-07,2.2001856647690943e-07
Variance Threshold,Diabetic Patients,HIPPS: 1CHPS,0.9999998739482884,1.0000000916491394,-2.1770085101291414e-07,2.1770085101291414e-07
Variance Threshold,Diabetic Patients,Dx5 – Factors Influencing Health Status: Z79.891,0.9999998827679366,1.000000099094036,-2.1632609947808135e-07,2.1632609947808135e-07
Variance Threshold,Heart Failure Patients,Dx3 – Circulatory: I50.30,0.999999890013833,1.0000001055746242,-2.1556079110585102e-07,2.1556079110585102e-07
Variance Threshold,Hypertensive Patients,Dx1 – Cluster 131,0.9999999261601442,1.0000001407186028,-2.1455845855555822e-07,2.1455845855555822e-07
Variance Threshold,Heart Failure Patients,HIPPS: 2BFMS,0.9999999342797288,1.0000001482096073,-2.1392987847868028e-07,2.1392987847868028e-07
Variance Threshold,Hypertensive Patients,County: Hood,0.9999998904174084,1.0000001042302142,-2.1381280579380046e-07,2.1381280579380046e-07
Variance Threshold,Hypertensive Patients,VALV,1.0000001151641509,0.9999999016549124,2.1350923851137793e-07,2.1350923851137793e-07
Variance Threshold,Complete Cohort,Dx1 – Endocrine/Metabolic: E11.65,0.9999998856973914,1.0000000986576667,-2.1296027530315342e-07,2.1296027530315342e-07
Variance Threshold,Hypertensive Patients,HIPPS: 2CGLS,0.9999999109220128,1.0000001228888304,-2.1196681765367487e-07,2.1196681765367487e-07
Variance Threshold,Complete Cohort,Dx5 – Circulatory: I50.22,0.9999998816746848,1.0000000925014016,-2.108267168621225e-07,2.108267168621225e-07
Variance Threshold,Hypertensive Patients,Dx1 – Factors Influencing Health Status: Z79.4,1.00000006659843,0.9999998558918064,2.107066237044819e-07,2.107066237044819e-07
Variance Threshold,Heart Failure Patients,Primary Dx – Mental/Behavioral: F03.90,0.999999890013833,1.0000000998425107,-2.0982867765528823e-07,2.0982867765528823e-07
Variance Threshold,Complete Cohort,County: Wharton,1.0000000789350598,0.9999998709377884,2.0799727140641266e-07,2.0799727140641266e-07
Variance Threshold,Diabetic Patients,HIPPS: 1CGKS,1.000000149628567,0.9999999418099262,2.0781864085162027e-07,2.0781864085162027e-07
Variance Threshold,Complete Cohort,Dx1 – Genitourinary: N18.2,0.9999998511829437,1.0000000580417432,-2.0685879953408204e-07,2.0685879953408204e-07
Variance Threshold,Diabetic Patients,"Dx5 – Musculoskeletal: M25.561, M25.562",1.0000000959692517,0.9999998895855164,2.0638373521286724e-07,2.0638373521286724e-07
Variance Threshold,Complete Cohort,HIPPS: 1BFNS,0.9999999205225584,1.000000125599096,-2.050765376404584e-07,2.050765376404584e-07
Variance Threshold,Heart Failure Patients,HIPPS: 1BFLS,0.9999999457624648,1.0000001505142913,-2.047518264935988e-07,2.047518264935988e-07
Variance Threshold,Diabetic Patients,Dx5 – Factors Influencing Health Status: Z79.891,0.9999998827679366,1.0000000873798576,-2.0461192096199454e-07,2.0461192096199454e-07
Variance Threshold,Diabetic Patients,HIPPS: 2AFLS,0.9999999063902284,1.000000110635329,-2.0424510049910083e-07,2.0424510049910083e-07
Variance Threshold,Heart Failure Patients,HIPPS: 1BGLS,0.9999999184858646,1.0000001224427586,-2.039568940404024e-07,2.039568940404024e-07
Variance Threshold,Hypertensive Patients,County: Wilson,1.0000000612771434,0.9999998575718344,2.0370530895430505e-07,2.0370530895430505e-07
Variance Threshold,Diabetic Patients,"Primary Dx – Mental/Behavioral: F32.9, F41.9",0.9999998723309558,1.0000000732202303,-2.0088927454864347e-07,2.0088927454864347e-07
Variance Threshold,Complete Cohort,HIPPS: 1BHLS,0.999999941593578,1.0000001412387616,-1.9964518360726657e-07,1.9964518360726657e-07
Variance Threshold,Diabetic Patients,Dx3 – Genitourinary: N18.2,0.9999998827679368,1.0000000809721692,-1.9820423236005524e-07,1.9820423236005524e-07
Variance Threshold,Hypertensive Patients,Dx4 – Cluster 118,0.999999833212048,1.0000000307548846,-1.9754283664408234e-07,1.9754283664408234e-07
Variance Threshold,Heart Failure Patients,County: Jefferson,1.0000001174577184,0.9999999207816044,1.9667611406148922e-07,1.9667611406148922e-07
Variance Threshold,Complete Cohort,HIPPS: 1CHLS,1.0000001199039232,0.999999924474281,1.95429642246836e-07,1.95429642246836e-07
Variance Threshold,Complete Cohort,Dx3 – Factors Influencing Health Status: Z79.82,0.9999998321979444,1.000000026691139,-1.9449319466069426e-07,1.9449319466069426e-07
Variance Threshold,Diabetic Patients,Dx3 – Genitourinary: N18.5,1.0000001024309586,0.9999999093933822,1.930375763681269e-07,1.930375763681269e-07
Variance Threshold,Heart Failure Patients,HIPPS: 2CHMT,0.9999999499937344,1.0000001428389849,-1.9284525043516965e-07,1.9284525043516965e-07
Variance Threshold,Complete Cohort,HIPPS: 5BHKT,0.9999999016878932,1.0000000945162906,-1.9282839736067814e-07,1.9282839736067814e-07
Variance Threshold,Hypertensive Patients,"Dx2 – Factors Influencing Health Status: Z48.812, I21.4",0.9999999205790562,1.0000001125900293,-1.9201097312127047e-07,1.9201097312127047e-07
Variance Threshold,Diabetic Patients,Dx3 – Cluster 118,0.9999998723309558,1.000000064250821,-1.9191986533328986e-07,1.9191986533328986e-07
Variance Threshold,Hypertensive Patients,HIPPS: 1CHMV,1.000000081065474,0.999999889232884,1.9183258992416796e-07,1.9183258992416796e-07
Variance Threshold,Complete Cohort,CEVD,0.999999888582452,1.0000000799239512,-1.913414992005258e-07,1.913414992005258e-07
Variance Threshold,Heart Failure Patients,HIPPS: 1BFKT,1.0000000806207967,0.9999998901406326,1.9048016408618196e-07,1.9048016408618196e-07
Variance Threshold,Heart Failure Patients,Dx2 – Digestive: K21.9,1.0000000693543087,0.9999998792401384,1.9011417029535238e-07,1.9011417029535238e-07
Variance Threshold,Complete Cohort,Dx1 – Musculoskeletal: M15.0,1.0000001166630663,0.9999999267408348,1.899222314971638e-07,1.899222314971638e-07
Variance Threshold,Diabetic Patients,County: Palo Pinto,1.0000000688324566,0.9999998791606508,1.8967180581697107e-07,1.8967180581697107e-07
Variance Threshold,Heart Failure Patients,Primary Dx – Digestive: K21.9,0.9999999351120282,1.000000123091477,-1.8797944878468087e-07,1.8797944878468087e-07
Variance Threshold,Diabetic Patients,HIPPS: 2BGMS,1.0000001145137465,0.9999999267337965,1.8777995003382841e-07,1.8777995003382841e-07
Variance Threshold,Diabetic Patients,County: Fort Bend,1.0000001061005712,0.9999999183734192,1.8772715204562473e-07,1.8772715204562473e-07
Variance Threshold,Heart Failure Patients,"Dx4 – Endocrine/Metabolic: E78.5, E03.9",0.9999999846479366,1.000000171501214,-1.8685327729528467e-07,1.8685327729528467e-07
Variance Threshold,Heart Failure Patients,"Primary Dx – Factors Influencing Health Status: Z96.642, M16.12",0.9999998894810382,1.0000000760702816,-1.865892433894345e-07,1.865892433894345e-07
Variance Threshold,Heart Failure Patients,Dx5 – Mental/Behavioral: F03.90,0.9999998687109408,1.000000054826214,-1.8611527319301047e-07,1.8611527319301047e-07
Variance Threshold,Diabetic Patients,Primary Dx – Cluster 72,0.9999999394265908,1.0000001223700183,-1.8294342751801196e-07,1.8294342751801196e-07
Variance Threshold,Heart Failure Patients,Dx1 – Circulatory: I50.22,1.0000000940026823,0.999999911130148,1.8287253433779682e-07,1.8287253433779682e-07
Variance Threshold,Hypertensive Patients,Dx5 – Symptoms/Signs: R26.9,0.9999999351972734,1.0000001175446924,-1.8234741905320817e-07,1.8234741905320817e-07
Variance Threshold,Hypertensive Patients,HIPPS: 5AHKS,1.000000037593427,0.9999998558422942,1.8175113281060362e-07,1.8175113281060362e-07
Variance Threshold,Hypertensive Patients,"Dx5 – Endocrine/Metabolic: E78.5, E03.9",0.9999998894756464,1.0000000710522643,-1.8157661785256352e-07,1.8157661785256352e-07
Variance Threshold,Hypertensive Patients,HIPPS: 1CFNS,1.0000000257760049,0.9999998459142284,1.798617764725563e-07,1.798617764725563e-07
Variance Threshold,Hypertensive Patients,HIPPS: 5CHKU,0.99999992979032,1.000000107698096,-1.7790777595561025e-07,1.7790777595561025e-07
Variance Threshold,Hypertensive Patients,Primary Dx – Mental/Behavioral: F03.90,1.0000001146845925,0.9999999369295924,1.7775500005257072e-07,1.7775500005257072e-07
Variance Threshold,Diabetic Patients,DRUG,1.000000077234285,0.9999999001417468,1.7709253818942727e-07,1.7709253818942727e-07
Variance Threshold,Hypertensive Patients,Dx3 – Symptoms/Signs: R26.89,1.0000000380015974,0.9999998612231488,1.7677844865726655e-07,1.7677844865726655e-07
Variance Threshold,Hypertensive Patients,County: Bastrop,0.99999992858128,1.0000001042302142,-1.756489342863432e-07,1.756489342863432e-07
