Dataset,Cohort Size,Num Features,Method,Feature Name,Score
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_2_ICD_10_C_M_Cluster_13,1.0000000324716882
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_3_ICD_10_C_M_Cluster_G1_10,1.0000000324716882
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_2_ICD_10_C_M_Cluster_G1_13,1.0000000324716882
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_1_ICD_10_C_M_Cluster_G2_10,1.0000000322782714
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_3_ICD_10_C_M_Cluster_G2_25,1.0000000322782714
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_3_ICD_10_C_M_Cluster_G1_25,1.0000000322782714
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_3_ICD_10_C_M_Cluster_25,1.0000000322782714
Complete Cohort,62449,754,Variance Threshold,COUNTY_NAME_Hardin,1.0000000322782714
Complete Cohort,62449,754,Variance Threshold,ACS_PCT_GRANDP_RESPS_NO_P,1.0000000319655395
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_5_ICD_10_C_M_Cluster_G0_2,1.000000031765617
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_5_ICD_10_C_M_Cluster_3,1.0000000306782149
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_5_ICD_10_C_M_Cluster_G1_3,1.0000000306782149
Complete Cohort,62449,754,Variance Threshold,ACS_PCT_HH_LIMIT_ENGLISH,1.0000000301345946
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_2_ICD_10_C_M_Cluster_27,1.0000000296191704
Complete Cohort,62449,754,Variance Threshold,COUNTY_NAME_Orange,1.0000000296191704
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_2_ICD_10_C_M_Cluster_G1_27,1.0000000296191704
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_2_ICD_10_C_M_Cluster_G2_27,1.0000000296191704
Complete Cohort,62449,754,Variance Threshold,Submitted_HIPPS_Code_1BGKT,1.0000000296191702
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_1_ICD_10_C_M_Cluster_G0_3,1.0000000293535418
Complete Cohort,62449,754,Variance Threshold,canc,1.0000000290906306
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_3_ICD_10_C_M_Cluster_G1_3_1,1.0000000289979212
Complete Cohort,62449,754,Variance Threshold,COUNTY_NAME_Potter,1.000000028899422
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_4_ICD_10_C_M_Cluster_G2_32,1.000000028899422
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_4_ICD_10_C_M_Cluster_32,1.000000028899422
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_3_ICD_10_C_M_Cluster_G1_8,1.0000000273366398
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_3_ICD_10_C_M_Cluster_G0_8,1.0000000273366398
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_3_ICD_10_C_M_Cluster_8,1.0000000273366398
Complete Cohort,62449,754,Variance Threshold,copd,1.000000026990427
Complete Cohort,62449,754,Variance Threshold,Submitted_HIPPS_Code_1CHNS,1.000000026807871
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_3_ICD_10_C_M_Cluster_G2_5,1.0000000258860158
